"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2019,131430465,10,
2019,131409170,9,
2019,131416977,10,
2019,131387817,9,
2019,131387817,1,
2019,131396587,1,
2019,131422737,1,
2019,128489374,10,
2019,128496565,1,
2019,130378422,1,
2019,130378985,1,
2019,130394627,1,
2019,131399391,9,
2019,131424681,10,
2019,131433844,10,
2019,131437611,1,
2019,130393676,1,
2019,130392493,10,
2019,130359290,9,
2019,131453104,10,
2019,131453152,10,
2019,131453219,6,
2019,130387954,1,
2019,130394953,1,
2019,130393331,1,
2019,130372098,1,
2019,130379386,1,
2019,130390505,9,
2019,130377809,10,
2019,123934952,10,
2019,131419090,1,
2019,131420838,9,
2019,123949585,9,
2019,133805288,9,
2019,133809842,9,
2019,133813553,10,
2019,132845822,10,
2019,135066282,1,
2019,132877605,8,
2019,132908488,10,
2019,132905319,9,
2019,124656836,5,
2019,124652625,10,
2019,124658610,10,
2019,124652358,10,
2019,126665608,1,
2019,130373673,10,
2019,130387520,1,
2019,130387646,6,
2019,130387646,1,
2019,130387891,1,
2019,130384813,10,
2019,127483096,10,
2019,115683644,1,
2019,123414626,1,
2019,123414065,9,
2019,123426098,1,
2019,125552976,10,
2019,125496416,10,
2019,125507678,9,
2019,124641391,10,
2019,126654604,1,
2019,126647539,10,
2019,125529096,10,
2019,129356892,1,
2019,123407351,1,
2019,123413764,1,
2019,123422905,9,
2019,123109720,4,
2019,123017693,9,
2019,123100530,1,
2019,129364987,10,
2019,124637850,9,
2019,125522376,6,
2019,131408027,1,
2019,131444385,10,
2019,124653004,9,
2019,129345824,9,
2019,124658595,1,
2019,124668232,9,
2019,125542270,2,
2019,125549113,10,
2019,125530490,9,
2019,125538925,10,
2019,125530422,6,
2019,125514853,10,
2019,126655951,1,
2019,126656054,10,
2019,129341285,10,
2019,125517561,10,
2019,125541274,1,
2019,127480382,1,
2019,127482142,1,
2019,127482270,10,
2019,127482287,10,
2019,127497951,10,
2019,127498213,1,
2019,127498423,10,
2019,126652901,9,
2019,129361032,1,
2019,131382382,10,
2019,131444069,10,
2019,129354363,6,
2019,126647169,6,
2019,129349346,9,
2019,129323097,1,
2019,129361057,10,
2019,123934253,6,
2019,123934253,9,
2019,123950587,1,
2019,127480692,1,
2019,127480831,10,
2019,127481571,6,
2019,128467712,10,
2019,129347325,9,
2019,128484185,10,
2019,128505083,1,
2019,129335462,1,
2019,129338260,1,
2019,129343671,1,
2019,128495241,9,
2019,128502127,1,
2019,128501965,10,
2019,128502019,1,
2019,128502510,1,
2019,128513104,3,
2019,131394625,1,
2019,131411700,1,
2019,131411388,10,
2019,131412512,1,
2019,123436716,10,
2019,123397089,10,
2019,123423691,1,
2019,123026449,9,
2019,123107826,1,
2019,123099477,6,
2019,123111534,9,
2019,123427744,10,
2019,123123223,10,
2019,123411568,9,
2019,123413429,10,
2019,123121548,10,
2019,123121556,10,
2019,123425929,1,
2019,123378804,1,
2019,132885762,1,
2019,115659822,10,
2019,123109762,1,
2019,123129970,1,
2019,123383383,10,
2019,123408079,10,
2019,116809790,9,
2019,123103541,10,
2019,123108947,1,
2019,116826946,10,
2019,123391432,1,
2019,123383600,9,
2019,123380128,10,
2019,123107623,9,
2019,120105762,1,
2019,123951811,1,
2019,123403856,10,
2019,125521542,10,
2019,123919934,9,
2019,125510758,1,
2019,125497008,1,
2019,125509549,10,
2019,123103472,1,
2019,123131333,1,
2019,123136656,9,
2019,131434147,2,
2019,131405810,1,
2019,131405810,9,
2019,131418662,10,
2019,131409475,3,
2019,131393767,10,
2019,131439432,10,
2019,131442446,9,
2019,131420178,10,
2019,131417169,10,
2019,123931777,9,
2019,123936675,1,
2019,129348750,1,
2019,123936998,10,
2019,131431365,6,
2019,123099462,1,
2019,123104526,1,
2019,123944947,1,
2019,123950812,1,
2019,129335877,10,
2019,129349027,1,
2019,135410992,1,
2019,124659695,9,
2019,124659655,10,
2019,124660011,1,
2019,124665208,1,
2019,124661653,10,
2019,124661863,1,
2019,124662490,10,
2019,124662524,10,
2019,126649897,1,
2019,126650348,10,
2019,126650937,1,
2019,130367494,3,
2019,124656814,1,
2019,126653581,9,
2019,127477481,10,
2019,130367820,1,
2019,130375586,9,
2019,123121687,10,
2019,123127646,1,
2019,123120762,10,
2019,127472178,10,
2019,128477950,10,
2019,130386029,9,
2019,130386080,10,
2019,135471390,1,
2019,128493611,1,
2019,128508387,1,
2019,128480786,10,
2019,133027761,9,
2019,115647237,8,
2019,115649060,1,
2019,132844853,1,
2019,135065537,3,
2019,115678653,10,
2019,115700817,10,
2019,132890659,9,
2019,123947059,10,
2019,123943549,9,
2019,123945162,1,
2019,123957741,9,
2019,123943290,9,
2019,123943520,10,
2019,123912605,10,
2019,123952057,1,
2019,123931063,10,
2019,123910605,10,
2019,123922376,9,
2019,123922376,3,
2019,123920509,6,
2019,123929584,9,
2019,132905671,10,
2019,124634809,10,
2019,123915393,1,
2019,123947860,10,
2019,123417838,10,
2019,123107041,10,
2019,123111400,10,
2019,123099669,1,
2019,124654604,9,
2019,124649435,10,
2019,123419810,10,
2019,123126563,1,
2019,123416849,10,
2019,123413734,9,
2019,123413734,1,
2019,123401855,1,
2019,123410353,1,
2019,123930116,10,
2019,123942767,10,
2019,123921651,1,
2019,123945520,1,
2019,123951096,1,
2019,123925181,10,
2019,123952338,10,
2019,123918622,1,
2019,123927667,6,
2019,123950193,10,
2019,123936890,1,
2019,123942311,10,
2019,123136616,10,
2019,123420118,10,
2019,125519832,10,
2019,123392753,1,
2019,123422503,10,
2019,123010599,9,
2019,125549402,1,
2019,135067562,1,
2019,135069966,1,
2019,129347520,1,
2019,127472623,9,
2019,129317531,9,
2019,129335002,1,
2019,129355807,1,
2019,129364173,6,
2019,129357419,1,
2019,129357707,1,
2019,129357764,10,
2019,129368420,1,
2019,127483876,10,
2019,125517378,8,
2019,124643958,1,
2019,124669745,1,
2019,125518864,10,
2019,124657932,10,
2019,124668912,10,
2019,125543533,10,
2019,125521244,6,
2019,125532782,1,
2019,125522689,10,
2019,125533799,6,
2019,125501074,1,
2019,126642737,10,
2019,127473104,1,
2019,129356431,1,
2019,127477383,10,
2019,127487581,9,
2019,127486152,1,
2019,127487795,10,
2019,127493255,3,
2019,124655124,1,
2019,124672062,1,
2019,124672612,10,
2019,123407878,10,
2019,124651809,1,
2019,124671457,1,
2019,124672312,1,
2019,124672618,1,
2019,124672630,9,
2019,123944224,1,
2019,124629291,9,
2019,124621636,10,
2019,125526446,1,
2019,125531804,1,
2019,123427161,1,
2019,129344317,1,
2019,123927312,9,
2019,125509086,10,
2019,125542920,9,
2019,125516829,9,
2019,125516829,1,
2019,125523148,9,
2019,123943762,1,
2019,123950527,1,
2019,123125447,2,
2019,129340420,9,
2019,129345871,10,
2019,129335393,1,
2019,129325440,10,
2019,131407578,10,
2019,131425051,10,
2019,131427678,3,
2019,131438258,8,
2019,123436807,1,
2019,123436762,10,
2019,123027549,1,
2019,128496790,10,
2019,127480301,10,
2019,130374855,10,
2019,128464076,1,
2019,128479387,1,
2019,128508302,3,
2019,128508848,10,
2019,128508973,1,
2019,135407422,10,
2019,129358301,1,
2019,132852983,6,
2019,128469750,10,
2019,128492682,1,
2019,128503390,10,
2019,128505889,10,
2019,133802625,1,
2019,116805772,1,
2019,116811035,6,
2019,135303690,9,
2019,128498359,1,
2019,128479143,10,
2019,123098808,1,
2019,123131392,1,
2019,123419692,10,
2019,123957697,10,
2019,123920378,1,
2019,123014988,1,
2019,123917329,10,
2019,115652254,9,
2019,120112988,10,
2019,120111721,1,
2019,116826665,10,
2019,116818071,1,
2019,116818470,10,
2019,123399432,1,
2019,123916809,6,
2019,123921983,1,
2019,123400564,10,
2019,123436453,10,
2019,130385034,10,
2019,123934457,10,
2019,133805206,4,
2019,129360805,10,
2019,130391851,1,
2019,130399529,1,
2019,130399683,10,
2019,130399815,1,
2019,131440740,9,
2019,133792038,9,
2019,133811301,10,
2019,131446525,1,
2019,130362486,1,
2019,130398751,9,
2019,130398958,1,
2019,130398958,6,
2019,130400324,1,
2019,130380204,1,
2019,133798854,9,
2019,129354547,9,
2019,124634045,1,
2019,124634045,9,
2019,124646691,1,
2019,131437500,1,
2019,131453611,10,
2019,131422432,10,
2019,131427740,1,
2019,131434481,9,
2019,129350159,10,
2019,129355015,3,
2019,129356466,10,
2019,131396330,1,
2019,131422782,9,
2019,131425945,9,
2019,131424641,1,
2019,132854563,1,
2019,132902815,9,
2019,131422174,1,
2019,131426869,1,
2019,131426876,10,
2019,132911364,1,
2019,132918250,1,
2019,131419715,10,
2019,131436463,3,
2019,131436488,10,
2019,132840807,10,
2019,132912225,1,
2019,130388217,10,
2019,130356598,10,
2019,130392690,10,
2019,130357092,1,
2019,130391519,10,
2019,130386620,1,
2019,130362637,1,
2019,130393089,10,
2019,130380826,10,
2019,130393738,1,
2019,130371490,1,
2019,131414423,6,
2019,115679376,10,
2019,123937717,10,
2019,131407263,10,
2019,129353168,10,
2019,129348776,10,
2019,132893835,10,
2019,124658915,1,
2019,124659140,1,
2019,124621210,9,
2019,124656338,10,
2019,124642953,9,
2019,126665695,6,
2019,126650346,1,
2019,134723934,9,
2019,135413415,10,
2019,130373029,9,
2019,130382399,1,
2019,130385077,10,
2019,130385161,10,
2019,130386179,1,
2019,130385384,10,
2019,123111515,1,
2019,123400392,10,
2019,123395299,6,
2019,123113327,1,
2019,123422204,10,
2019,123396276,1,
2019,123437646,1,
2019,123116150,1,
2019,123132963,1,
2019,125529210,9,
2019,125540601,10,
2019,126655476,1,
2019,124653159,1,
2019,126642507,10,
2019,126658908,1,
2019,126646896,9,
2019,125507847,1,
2019,125526684,10,
2019,123405844,1,
2019,123024520,9,
2019,123021638,10,
2019,129364932,1,
2019,124663059,10,
2019,131427625,6,
2019,129350099,1,
2019,124626760,1,
2019,124663693,9,
2019,126642157,1,
2019,124648839,10,
2019,124651828,10,
2019,126655960,1,
2019,130374940,9,
2019,130384401,2,
2019,123406301,10,
2019,115692934,10,
2019,123407867,1,
2019,123397856,9,
2019,120109563,10,
2019,125540568,1,
2019,125531106,10,
2019,126658878,10,
2019,126655479,10,
2019,131412042,10,
2019,126655874,1,
2019,126656411,1,
2019,129338535,1,
2019,129353588,10,
2019,129362014,1,
2019,124634384,10,
2019,124663621,1,
2019,125542680,10,
2019,125515258,1,
2019,125520946,1,
2019,125527220,10,
2019,125541376,1,
2019,127482446,1,
2019,127482558,9,
2019,125531953,1,
2019,129363493,1,
2019,132923814,1,
2019,131399720,10,
2019,127488299,10,
2019,131406870,1,
2019,131415082,9,
2019,127468278,10,
2019,129360853,10,
2019,127442808,10,
2019,129323251,9,
2019,129336859,10,
2019,129359575,10,
2019,123914271,10,
2019,129317467,1,
2019,127481386,10,
2019,129359065,6,
2019,127457670,1,
2019,128513342,1,
2019,128513508,10,
2019,128496984,1,
2019,131411991,9,
2019,131438170,9,
2019,123431638,6,
2019,123104497,1,
2019,123393101,1,
2019,123120215,1,
2019,123415204,10,
2019,120108718,10,
2019,123910079,1,
2019,123109486,10,
2019,123422960,1,
2019,123011091,10,
2019,123099493,10,
2019,123413186,1,
2019,123120688,10,
2019,123116232,1,
2019,132891015,1,
2019,132882168,10,
2019,132882402,10,
2019,123121557,1,
2019,123408070,1,
2019,123415707,10,
2019,123438082,1,
2019,116813213,10,
2019,123412638,2,
2019,123129830,1,
2019,123108720,1,
2019,123413149,1,
2019,116806226,1,
2019,124633716,1,
2019,125511935,10,
2019,124654606,10,
2019,117866514,9,
2019,129316484,1,
2019,129345734,10,
2019,131438814,9,
2019,131426127,10,
2019,131431697,9,
2019,131382004,1,
2019,131403816,1,
2019,124634513,10,
2019,131430406,9,
2019,115705958,1,
2019,125527883,1,
2019,131405263,1,
2019,131407453,1,
2019,131409384,1,
2019,131439884,10,
2019,131423190,6,
2019,123943448,1,
2019,129314014,10,
2019,129340928,1,
2019,123933388,9,
2019,123103979,10,
2019,123124984,10,
2019,131425432,10,
2019,131427394,10,
2019,131412706,10,
2019,129333580,10,
2019,129346547,10,
2019,124646864,9,
2019,124659742,1,
2019,124655044,2,
2019,124650479,10,
2019,124657808,1,
2019,124663990,1,
2019,124662880,10,
2019,124661522,10,
2019,126641588,1,
2019,126646848,9,
2019,126652968,10,
2019,130388653,9,
2019,124650971,9,
2019,126659611,10,
2019,123120194,10,
2019,123128239,9,
2019,120109660,10,
2019,115679294,10,
2019,116821234,10,
2019,133791013,9,
2019,133796342,1,
2019,127489787,10,
2019,127490262,10,
2019,130386607,10,
2019,128509877,1,
2019,128510759,1,
2019,130365779,10,
2019,130366882,8,
2019,130367071,1,
2019,128461870,10,
2019,135214813,1,
2019,128474381,10,
2019,128469834,1,
2019,115654144,1,
2019,123950903,1,
2019,123131689,1,
2019,125542996,1,
2019,125542996,3,
2019,123005851,10,
2019,123129851,1,
2019,128482180,10,
2019,135067787,10,
2019,115697269,10,
2019,123956722,1,
2019,123954128,10,
2019,123895777,10,
2019,123951658,10,
2019,123925113,9,
2019,124646377,1,
2019,123905861,9,
2019,123910275,9,
2019,123413081,10,
2019,123099228,1,
2019,123099940,10,
2019,123111153,10,
2019,126653922,1,
2019,123431313,1,
2019,125515717,9,
2019,125549123,1,
2019,135066427,9,
2019,135070315,1,
2019,129342006,9,
2019,129342477,1,
2019,129328261,10,
2019,129356968,10,
2019,124642453,2,
2019,127471135,1,
2019,129355123,10,
2019,125535678,1,
2019,125536096,10,
2019,126649333,10,
2019,126645916,9,
2019,126657971,10,
2019,126640325,9,
2019,129357002,10,
2019,126641344,9,
2019,127479585,10,
2019,132901375,6,
2019,129331246,1,
2019,129349171,9,
2019,124652219,10,
2019,124671043,1,
2019,123408082,10,
2019,124671632,10,
2019,124672013,9,
2019,124672555,10,
2019,123428254,10,
2019,123427252,10,
2019,123428288,1,
2019,124667978,1,
2019,124664639,1,
2019,125524562,10,
2019,125496731,1,
2019,125523523,1,
2019,125525040,10,
2019,123023038,9,
2019,129341638,9,
2019,129325567,1,
2019,131418669,10,
2019,123424247,10,
2019,123023298,10,
2019,123020366,1,
2019,128484556,1,
2019,128503716,1,
2019,128480146,6,
2019,128482585,1,
2019,128508162,10,
2019,128509587,9,
2019,128511538,1,
2019,128473267,1,
2019,128492684,1,
2019,128503362,10,
2019,128486632,10,
2019,128492696,10,
2019,128500452,10,
2019,128501127,10,
2019,128479311,9,
2019,128478348,1,
2019,128478348,8,
2019,128503297,1,
2019,132845682,10,
2019,116812286,1,
2019,132907071,9,
2019,116789643,1,
2019,117876234,2,
2019,123391422,10,
2019,135305260,9,
2019,128484525,1,
2019,128482594,9,
2019,123384963,1,
2019,123392327,1,
2019,120112733,1,
2019,123133567,9,
2019,123109615,1,
2019,123403505,9,
2019,128466850,1,
2019,123956197,1,
2019,124648190,10,
2019,123931394,10,
2019,123927682,10,
2019,123955452,4,
2019,123423098,10,
2019,115685138,1,
2019,115652368,10,
2019,116827814,9,
2019,123104108,1,
2019,123136602,10,
2019,131407326,10,
2019,123920026,10,
2019,123951215,9,
2019,123955435,1,
2019,123919802,2,
2019,123944610,10,
2019,123408330,9,
2019,123420116,1,
2019,132895967,10,
2019,132896395,10,
2019,132907410,9,
2019,130379236,1,
2019,133799223,1,
2019,133805194,4,
2019,132865077,3,
2019,131412560,10,
2019,129358546,10,
2019,132883805,10,
2019,132895827,10,
2019,131444506,10,
2019,133812166,1,
2019,131441788,1,
2019,130399170,1,
2019,131406616,1,
2019,133798855,9,
2019,132877679,1,
2019,129361567,5,
2019,129354906,10,
2019,129363660,1,
2019,129366029,1,
2019,129366215,1,
2019,129366379,10,
2019,128489072,10,
2019,128504249,1,
2019,131402628,6,
2019,131437893,1,
2019,129349522,10,
2019,129354427,10,
2019,131413975,1,
2019,131415887,10,
2019,131424485,1,
2019,131409168,9,
2019,131417702,1,
2019,131427469,3,
2019,128490493,1,
2019,128504204,1,
2019,131427233,9,
2019,132909304,10,
2019,130394091,1,
2019,130394296,10,
2019,131409530,10,
2019,131435783,9,
2019,131436152,10,
2019,131447235,1,
2019,132908914,1,
2019,130393215,9,
2019,133797677,10,
2019,133805158,9,
2019,133805158,1,
2019,135066242,1,
2019,135073082,10,
2019,130370761,1,
2019,130367384,6,
2019,130381163,10,
2019,133806190,1,
2019,132883576,9,
2019,132892677,10,
2019,135407110,1,
2019,124642413,9,
2019,135405396,9,
2019,124650018,1,
2019,124657452,10,
2019,124635458,1,
2019,126650161,1,
2019,126650289,1,
2019,126664349,8,
2019,126663272,1,
2019,126663272,6,
2019,126663724,10,
2019,126652700,10,
2019,130387374,1,
2019,130402908,1,
2019,130403150,6,
2019,130364884,10,
2019,127477798,10,
2019,115651320,10,
2019,123396464,9,
2019,123404026,10,
2019,123407306,1,
2019,123411796,10,
2019,123125757,10,
2019,123130464,1,
2019,123397897,1,
2019,123413516,10,
2019,120109335,10,
2019,123105241,1,
2019,125552949,10,
2019,125553012,10,
2019,125526066,9,
2019,125527242,10,
2019,126653639,10,
2019,126654758,10,
2019,124643526,10,
2019,124632955,1,
2019,124641813,10,
2019,125526354,10,
2019,124627606,1,
2019,124663386,10,
2019,125538837,10,
2019,125513929,1,
2019,125530423,6,
2019,125514854,10,
2019,129330462,10,
2019,125541662,10,
2019,127482670,10,
2019,127498132,1,
2019,126654427,10,
2019,129364957,1,
2019,129365114,10,
2019,132878723,1,
2019,131397221,9,
2019,129361023,10,
2019,129342519,9,
2019,129349304,9,
2019,129363467,1,
2019,129366727,1,
2019,129367172,10,
2019,127492984,10,
2019,127481206,1,
2019,128483608,1,
2019,128500916,9,
2019,127457031,1,
2019,127477966,10,
2019,127488516,1,
2019,128495848,10,
2019,128498844,10,
2019,128509036,10,
2019,128514032,1,
2019,128486205,10,
2019,128495326,10,
2019,131411366,10,
2019,131443141,1,
2019,123009651,9,
2019,123425887,9,
2019,123109693,1,
2019,123419905,10,
2019,123437147,6,
2019,123390338,1,
2019,123396898,9,
2019,123107939,1,
2019,123401610,10,
2019,123409600,1,
2019,123009812,10,
2019,123403867,10,
2019,123411678,10,
2019,123109842,1,
2019,132896090,3,
2019,123413367,10,
2019,123413604,10,
2019,123423597,10,
2019,123128770,1,
2019,123141134,10,
2019,123961137,1,
2019,129328689,3,
2019,129349036,6,
2019,123397715,1,
2019,123104140,9,
2019,123108758,10,
2019,116789381,1,
2019,123419532,8,
2019,123419980,1,
2019,116793989,10,
2019,123107067,10,
2019,124632611,1,
2019,125516370,10,
2019,129329564,9,
2019,129344305,9,
2019,129358067,10,
2019,131426824,10,
2019,123924589,9,
2019,123105432,10,
2019,131439355,1,
2019,131382395,10,
2019,131397319,1,
2019,131428518,10,
2019,125497092,10,
2019,131404936,1,
2019,131441647,1,
2019,131407682,2,
2019,131409216,10,
2019,131429469,9,
2019,123924062,1,
2019,123944837,10,
2019,124668144,1,
2019,124662286,10,
2019,124662303,10,
2019,126642155,9,
2019,124649225,1,
2019,115684831,1,
2019,115711762,10,
2019,115707342,9,
2019,115711852,10,
2019,130378653,3,
2019,130374778,10,
2019,130392222,1,
2019,130375195,10,
2019,128488496,10,
2019,115663280,9,
2019,123942843,10,
2019,123945409,1,
2019,123935073,1,
2019,123951107,1,
2019,123945756,1,
2019,123958509,10,
2019,123924426,1,
2019,125528226,9,
2019,115692745,10,
2019,123022805,1,
2019,123016575,1,
2019,123135600,1,
2019,123894859,1,
2019,123961602,1,
2019,128498176,10,
2019,132853364,10,
2019,135069800,1,
2019,123945932,1,
2019,132853714,1,
2019,123916509,6,
2019,123919908,6,
2019,123949944,1,
2019,123956523,9,
2019,123933535,9,
2019,123933565,1,
2019,132893875,9,
2019,124644863,9,
2019,123423163,9,
2019,133058012,1,
2019,123098778,1,
2019,123117681,1,
2019,124631090,10,
2019,123115601,1,
2019,127488852,1,
2019,127480453,1,
2019,123113204,1,
2019,123411630,1,
2019,123409312,10,
2019,132873299,10,
2019,125548176,1,
2019,135069155,10,
2019,129339222,9,
2019,129328377,1,
2019,129362947,1,
2019,129356982,9,
2019,127484878,1,
2019,127486481,10,
2019,127487326,10,
2019,125532389,1,
2019,124647510,1,
2019,124652352,9,
2019,125528879,10,
2019,125533709,10,
2019,125548013,1,
2019,125506887,9,
2019,125530562,10,
2019,126637409,10,
2019,125519133,1,
2019,126659855,10,
2019,126658163,10,
2019,128461877,1,
2019,126641328,10,
2019,126640510,10,
2019,123396268,2,
2019,123409448,10,
2019,124646496,10,
2019,124670862,1,
2019,124672356,10,
2019,124650482,1,
2019,124670574,10,
2019,124670857,10,
2019,124671059,1,
2019,124671788,1,
2019,124671819,1,
2019,124672446,1,
2019,124672647,10,
2019,124630338,6,
2019,124633326,10,
2019,124638473,1,
