"DATA_YEAR","VICTIM_ID","INJURY_ID"
2019,130361547,6
2019,130361550,5
2019,130361578,4
2019,130361648,5
2019,130361695,5
2019,130361699,5
2019,130390902,5
2019,130361720,5
2019,130361722,5
2019,130361743,5
2019,130361745,4
2019,130361746,4
2019,130391053,5
2019,130391056,5
2019,130361753,4
2019,130361769,5
2019,130361792,5
2019,130361793,5
2019,130361805,5
2019,130361826,5
2019,130361834,5
2019,130391268,5
2019,130386188,5
2019,130361843,4
2019,130361845,5
2019,130361856,4
2019,130391304,5
2019,130361857,5
2019,130391324,4
2019,130361868,4
2019,130391377,4
2019,130391384,4
2019,130386240,4
2019,130391429,4
2019,130391430,4
2019,130391455,4
2019,130386246,4
2019,130391466,5
2019,130391576,5
2019,130361984,5
2019,130391612,5
2019,130391653,5
2019,130362022,5
2019,130362030,5
2019,130362039,5
2019,130362041,4
2019,130391737,5
2019,130362051,5
2019,130391736,5
2019,130386341,5
2019,130362064,5
2019,130391786,5
2019,130391793,4
2019,130362081,5
2019,130362084,5
2019,130362087,5
2019,130391851,6
2019,130362120,5
2019,130391919,4
2019,130362119,5
2019,130362140,5
2019,130362151,4
2019,130362155,1
2019,130362167,5
2019,130362171,5
2019,130392049,7
2019,130392049,4
2019,130392050,5
2019,130362187,4
2019,130362212,5
2019,130362218,5
2019,130386431,5
2019,130362219,5
2019,130362216,5
2019,130362215,5
2019,130362244,5
2019,130362277,4
2019,130362284,4
2019,130392405,5
2019,130362301,5
2019,130362310,5
2019,130362333,5
2019,130362347,5
2019,130362367,5
2019,130362377,5
2019,130362415,5
2019,130362417,4
2019,130362418,5
2019,130362450,4
2019,130362452,5
2019,130362466,4
2019,130362471,4
2019,130392928,5
2019,130362539,5
2019,130362561,5
2019,130362563,4
2019,130362572,4
2019,130362569,4
2019,130362570,4
2019,130362612,5
2019,130386674,5
2019,130362619,4
2019,130393087,5
2019,130362660,5
2019,130393135,5
2019,130393134,5
2019,130386704,4
2019,130362713,4
2019,130362712,4
2019,130362716,5
2019,130362720,5
2019,130362729,5
2019,130362730,5
2019,130393210,5
2019,130386725,5
2019,130362796,6
2019,130362812,5
2019,130362818,5
2019,130362816,4
2019,130362815,5
2019,130362817,5
2019,130362821,5
2019,130362829,5
2019,130362833,5
2019,130362859,5
2019,130362870,5
2019,130362872,4
2019,130362884,4
2019,130362883,5
2019,130362889,4
2019,130397926,5
2019,130393313,5
2019,130386737,5
2019,130397955,5
2019,130397957,5
2019,130397978,5
2019,130397987,5
2019,130397994,5
2019,130397997,4
2019,130398006,5
2019,130398021,5
2019,130398035,4
2019,130398043,4
2019,130398059,5
2019,130398069,5
2019,130398068,5
2019,130398075,4
2019,130398088,4
2019,130398100,4
2019,130393341,4
2019,130398122,4
2019,130398121,5
2019,130398138,5
2019,130398141,5
2019,130398148,5
2019,130398149,5
2019,130393396,4
2019,130393405,5
2019,130393433,4
2019,130393453,4
2019,130398177,5
2019,130398179,4
2019,130398181,4
2019,130398184,5
2019,130393473,5
2019,130393474,5
2019,130393479,4
2019,130398201,5
2019,130393484,5
2019,130393485,5
2019,130398206,5
2019,130398207,5
2019,130393491,5
2019,130398208,5
2019,130398215,5
2019,130398218,4
2019,130398226,5
2019,130398230,4
2019,130398232,5
2019,130398237,5
2019,130398236,5
2019,130398263,5
2019,130398271,4
2019,130398272,4
2019,130398277,5
2019,130398279,4
2019,130398321,4
2019,130398325,5
2019,130398344,4
2019,130398351,5
2019,130398362,5
2019,130398363,5
2019,130398365,5
2019,130398364,5
2019,130398366,5
2019,130398370,4
2019,130393654,4
2019,130393659,4
2019,130393658,4
2019,130398375,4
2019,130398376,4
2019,130398381,5
2019,130398389,5
2019,130398391,4
2019,130398411,2
2019,130398441,4
2019,130398444,3
2019,130398465,5
2019,130398494,5
2019,130398499,5
2019,130398519,6
2019,130398529,5
2019,130398533,4
2019,130394850,4
2019,130399497,4
2019,130399507,6
2019,130399517,5
2019,130399519,5
2019,130399526,5
2019,130399529,5
2019,130399528,4
2019,130399532,5
2019,130399544,4
2019,130399551,5
2019,130399556,5
2019,130399555,5
2019,130399560,4
2019,130399564,5
2019,130399567,5
2019,130399566,5
2019,130399571,4
2019,130399579,5
2019,130399580,5
2019,130399588,5
2019,130399593,5
2019,130399597,4
2019,130399596,4
2019,130402970,5
2019,130399606,5
2019,130399605,5
2019,130399614,5
2019,130394989,5
2019,130399617,4
2019,130399618,4
2019,130399622,4
2019,130399628,4
2019,130399629,5
2019,130403003,4
2019,130399641,5
2019,130399644,5
2019,130399643,5
2019,130399645,5
2019,130399647,5
2019,130403010,5
2019,130399650,4
2019,130399666,5
2019,130399668,4
2019,130399676,4
2019,130399679,4
2019,130399682,5
2019,130399681,5
2019,130399683,6
2019,130399684,5
2019,130399687,4
2019,130399688,5
2019,130399696,6
2019,130399698,5
2019,130399699,4
2019,130403059,4
2019,130399714,5
2019,130399715,4
2019,130399718,5
2019,130399719,5
2019,130399720,5
2019,130403089,5
2019,130399728,5
2019,130399732,5
2019,130399735,5
2019,130399737,4
2019,130399742,5
2019,130403108,4
2019,130399755,5
2019,130399756,4
2019,130399770,5
2019,130395146,5
2019,130399775,5
2019,130399792,5
2019,130399794,5
2019,130399797,5
2019,130399798,4
2019,130399801,5
2019,130399800,5
2019,130399802,5
2019,130399806,4
2019,130399810,5
2019,130399814,5
2019,130399815,5
2019,130403173,5
2019,130399817,5
2019,130399818,5
2019,130399819,5
2019,130399837,5
2019,130399848,5
2019,130399858,5
2019,130403228,5
2019,130403229,5
2019,130399862,5
2019,130395238,4
2019,130399870,4
2019,130399872,4
2019,130403244,5
2019,130395247,5
2019,130399878,5
2019,130399885,5
2019,130399889,5
2019,130399890,4
2019,130399895,5
2019,130399898,5
2019,130399902,5
2019,130399903,5
2019,130399904,5
2019,130399909,4
2019,130403282,4
2019,130403283,4
2019,130399914,5
2019,130399944,4
2019,130399946,5
2019,130399967,4
2019,130399969,5
2019,130403337,5
2019,130399972,5
2019,130399974,5
2019,130399982,4
2019,130395324,6
2019,130399987,4
2019,130399992,4
2019,130399997,5
2019,130399999,4
2019,130400000,5
2019,130400001,4
2019,130400007,5
2019,130400009,5
2019,130400013,4
2019,130400014,4
2019,130400026,4
2019,130400025,4
2019,130400027,4
2019,130400031,4
2019,130400037,5
2019,130400068,4
2019,130400069,5
2019,130400070,4
2019,130400071,5
2019,130400072,4
2019,130400075,5
2019,130400077,5
2019,130400080,5
2019,130395394,4
2019,130400081,5
2019,130400084,4
2019,130400083,4
2019,130400087,4
2019,130400089,5
2019,130400099,5
2019,130400102,5
2019,130400103,5
2019,130400104,5
2019,130395416,4
2019,130395417,4
2019,130400107,5
2019,130400108,5
2019,130400110,5
2019,130400112,5
2019,130400114,4
2019,130400115,4
2019,130400116,4
2019,130400118,5
2019,130403468,5
2019,130400133,5
2019,130400134,5
2019,130400136,5
2019,130400139,5
2019,130400148,5
2019,130400156,4
2019,130400160,4
2019,130400161,5
2019,130400168,5
2019,130400172,5
2019,130400176,4
2019,130400182,5
2019,130400184,4
2019,130400192,5
2019,130400194,5
2019,130400196,4
2019,130400209,5
2019,130400211,5
2019,130400216,5
2019,130403555,5
2019,130400224,4
2019,130400227,5
2019,130400233,5
2019,130400236,5
2019,130400240,5
2019,130395551,5
2019,130395552,4
2019,130400258,5
2019,130400260,5
2019,130400263,4
2019,130400281,5
2019,130395586,5
2019,130400286,5
2019,130400288,4
2019,130400292,4
2019,130400293,5
2019,130395597,5
2019,130400295,5
2019,130400297,5
2019,130400299,5
2019,130400313,5
2019,130400322,5
2019,130400329,4
2019,130400384,4
2019,130400388,4
2019,130374735,4
2019,130379777,4
2019,130375972,4
2019,130375973,4
2019,130380227,4
2019,130380228,5
2019,130380229,5
2019,130359657,5
2019,130376404,4
2019,130359679,4
2019,130376455,5
2019,130380541,4
2019,130380553,4
2019,130380612,4
2019,130359714,5
2019,130380642,5
2019,130376533,5
2019,130359722,5
2019,130359731,4
2019,130380721,5
2019,130376589,5
2019,130380815,5
2019,130359776,5
2019,130381007,4
2019,130359818,5
2019,130381157,5
2019,130359859,4
2019,130381176,4
2019,130381174,5
2019,130381179,5
2019,130359891,5
2019,130359896,4
2019,130376875,5
2019,130376876,5
2019,130381277,5
2019,130359902,5
2019,130376897,4
2019,130381294,5
2019,130359920,5
2019,130381329,5
2019,130381406,5
2019,130359945,5
2019,130381441,5
2019,130381571,5
2019,130381597,5
2019,130381599,5
2019,130381598,5
2019,130381609,5
2019,130377137,5
2019,130360042,4
2019,130377178,5
2019,130360082,5
2019,130360105,5
2019,130360112,4
2019,130377268,5
2019,130360123,4
2019,130360128,5
2019,130377312,4
2019,130381871,6
2019,130360250,5
2019,130381931,5
2019,130360271,5
2019,130377549,4
2019,130360356,4
2019,130382177,5
2019,130382202,5
2019,130382223,5
2019,130360385,5
2019,130382247,5
2019,130360397,5
2019,130360400,4
2019,130382295,5
2019,130382309,4
2019,130360435,5
2019,130360594,5
2019,130383641,5
2019,130383640,5
2019,130383659,4
2019,130388229,4
2019,130360620,5
2019,130388267,4
2019,130383742,5
2019,130360640,4
2019,130388297,4
2019,130383968,5
2019,130388490,4
2019,130360939,4
2019,130361061,5
2019,130389269,5
2019,130384604,5
2019,130389318,5
2019,130389315,5
2019,130361170,5
2019,130389443,5
2019,130389442,5
2019,130389490,4
2019,130361210,4
2019,130376360,5
2019,130384495,5
2019,130385314,5
2019,130385315,5
2019,130361361,5
2019,130361362,5
2019,130361363,5
2019,130361364,5
2019,130390162,5
2019,130361386,4
2019,130390185,6
2019,130361393,5
2019,130361401,4
2019,130361402,4
2019,130361403,4
2019,130361416,5
2019,130361423,5
2019,130361434,5
2019,130361466,5
2019,130361465,5
2019,130361464,5
2019,130361478,5
2019,130361477,5
2019,130361481,4
2019,130385709,6
2019,130361545,4
2019,130385739,5
2019,130361553,5
2019,130361562,5
2019,130385762,5
2019,130361608,4
2019,130361673,5
2019,130378559,4
2019,130359348,4
2019,130374981,5
2019,130378631,4
2019,130375086,5
2019,130375104,4
2019,130375328,4
2019,130359364,2
2019,130359365,3
2019,130359365,4
2019,130359365,2
2019,130359368,4
2019,130379006,4
2019,130379028,3
2019,130379201,5
2019,130379339,4
2019,130379519,4
2019,130359453,5
2019,130359524,4
2019,130376128,5
2019,130380041,4
2019,130376221,4
2019,130380060,4
2019,130359575,4
2019,130380065,4
2019,130380080,4
2019,130359612,5
2019,130380204,5
2019,130359620,5
2019,130376313,4
2019,130376320,4
2019,130380260,5
2019,130376341,5
2019,130359654,5
2019,130360018,5
2019,130360028,5
2019,130377169,5
2019,130381718,5
2019,130360080,5
2019,130360086,5
2019,130360090,4
2019,130360100,5
2019,130381757,5
2019,130377269,5
2019,130381789,5
2019,130360122,5
2019,112793652,5
2019,123106818,5
2019,123106820,5
2019,123106819,5
2019,123103174,4
2019,123103176,5
2019,123106824,5
2019,123098371,5
2019,123098370,5
2019,123106833,4
2019,123106842,5
2019,123106850,4
2019,123106865,4
2019,123106888,4
2019,123106901,4
2019,123106942,5
2019,123106980,5
2019,123098461,5
2019,123103249,5
2019,123106998,6
2019,123107003,5
2019,123098475,5
2019,123107010,5
2019,123103257,5
2019,123107015,4
2019,123107013,4
2019,123107014,4
2019,123098479,5
2019,123107047,5
2019,123107063,5
2019,123107077,5
2019,123107117,5
2019,123107118,5
2019,123107119,5
2019,123098517,5
2019,123107160,5
2019,123107165,5
2019,123107168,4
2019,123107175,5
2019,123107184,3
2019,123107198,5
2019,123107254,5
2019,123107257,5
2019,123107261,5
2019,123107283,5
2019,123107293,4
2019,123107315,5
2019,123098664,5
2019,123103391,5
2019,123098705,4
2019,123107362,5
2019,123107372,4
2019,123107415,5
2019,123107419,5
2019,123107420,5
2019,123107418,4
2019,123098747,5
2019,123103458,4
2019,123107462,5
2019,123107465,4
2019,123098771,5
2019,123098770,5
2019,123107471,5
2019,123107479,5
2019,123107501,5
2019,123107517,5
2019,123103496,5
2019,123107518,5
2019,123107519,5
2019,123107523,4
2019,123107525,5
2019,123103504,4
2019,123103505,5
2019,123107541,5
2019,123107542,4
2019,123103536,5
2019,123107574,5
2019,123107583,3
2019,123107618,5
2019,123103601,5
2019,123107671,2
2019,123107674,4
2019,123107679,5
2019,123107687,5
2019,123103612,4
2019,123107686,4
2019,123103612,6
2019,123107686,6
2019,123103618,5
2019,123107715,5
2019,123107720,5
2019,123107741,4
2019,123107747,4
2019,123107748,5
2019,123107751,5
2019,123107754,5
2019,123107758,5
2019,123103649,5
2019,123107782,6
2019,123107784,5
2019,123103668,4
2019,123107785,5
2019,123098880,5
2019,123098882,5
2019,123107795,4
2019,123103695,5
2019,123103696,5
2019,123107820,4
2019,123107826,4
2019,123107833,1
2019,123107836,4
2019,123098926,5
2019,123107864,5
2019,123107868,4
2019,123107876,4
2019,123098939,5
2019,123107894,5
2019,123107903,4
2019,123107905,5
2019,123107908,4
2019,123107911,5
2019,123107914,4
2019,123107917,5
2019,123107918,5
2019,123107922,5
2019,123107925,4
2019,123107939,4
2019,123107957,5
2019,123107961,5
2019,123107969,4
2019,123107974,5
2019,123103757,5
2019,123108000,5
2019,123108031,5
2019,123103792,4
2019,123108070,4
2019,123108079,5
2019,123103837,5
2019,123104547,5
2019,123109483,5
2019,123109484,5
2019,123109486,5
2019,123109479,5
2019,123109481,5
2019,123104552,4
2019,123104552,8
2019,123104552,2
2019,123109524,4
2019,123104571,4
2019,123109755,4
2019,123104730,5
2019,123109782,5
2019,123109818,5
2019,123110342,5
2019,123110496,4
2019,123100558,4
2019,123110709,4
2019,123111828,4
2019,123111829,4
2019,123111946,5
2019,123112059,4
2019,123112321,5
2019,123112362,4
2019,123112363,4
2019,123112361,4
2019,123112368,5
2019,123112374,4
2019,123137829,4
2019,123130244,5
2019,123137958,5
2019,123134189,5
2019,123134185,5
2019,123130459,5
2019,123137973,5
2019,123130496,4
2019,123130528,4
2019,123131118,5
2019,123141140,5
2019,123141158,5
2019,123138470,4
2019,123141169,4
2019,123138476,4
2019,123135056,5
2019,123138485,5
2019,123138603,5
2019,123135401,4
2019,123141469,5
2019,123135479,8
2019,123135479,4
2019,123135508,4
2019,123138716,4
2019,123141537,5
2019,123141616,4
2019,123138826,4
2019,123135727,5
2019,123138939,5
2019,123141942,4
2019,123135979,4
2019,123139001,4
2019,123108112,4
2019,123108118,5
2019,123103856,4
2019,123108131,5
2019,123108129,5
2019,123099100,5
2019,123108136,4
2019,123108146,4
2019,123099107,4
2019,123103862,5
2019,123108151,5
2019,123108160,5
2019,123108165,2
2019,123099149,4
2019,123108189,4
2019,123108205,5
2019,123108223,5
2019,123108241,5
2019,123108242,4
2019,123103903,5
2019,123108250,5
2019,123103912,4
2019,123108269,5
2019,123108273,4
2019,123108274,2
2019,123108300,5
2019,123108332,5
2019,123099269,5
2019,123108356,5
2019,123099274,5
2019,123108382,5
2019,123108401,5
2019,123108407,4
2019,123108406,5
2019,123108412,5
2019,123108420,5
2019,123108443,5
2019,123108459,5
2019,123108460,5
2019,123108462,5
2019,123108468,4
2019,123108467,4
2019,123108469,4
2019,123108471,5
2019,123099404,4
2019,123108516,5
2019,123108536,5
2019,123104058,5
2019,123108575,5
2019,123108583,5
2019,123099448,3
2019,123099458,5
2019,123108595,4
2019,123099477,4
2019,123108634,4
2019,123108636,5
2019,123108639,5
2019,123108642,6
2019,123099499,5
2019,123108659,6
2019,123108664,5
2019,123108665,4
2019,123108668,4
2019,123108694,5
2019,123108701,5
2019,123108704,5
2019,123108717,5
2019,123108721,6
2019,123108727,4
2019,123108750,5
2019,123108755,5
2019,123108790,5
2019,123108797,5
2019,123099580,5
2019,123099583,4
2019,123108814,5
2019,123108822,5
2019,123108821,5
2019,123108823,5
2019,123104189,5
2019,123108855,5
2019,123108867,5
2019,123108932,4
2019,123104296,4
2019,123108990,4
2019,123109027,4
2019,123099812,5
2019,123109152,5
2019,123109153,4
2019,123109159,4
2019,123109161,4
2019,123109170,4
2019,123109233,5
2019,123109239,5
2019,123109254,5
2019,123109263,7
2019,123109264,5
2019,123109240,4
2019,123109257,5
2019,123109259,5
2019,123109291,5
2019,123109298,5
2019,123109327,5
2019,123109332,5
2019,123109340,5
2019,123109375,5
2019,123109374,5
2019,123109385,4
2019,123109393,5
2019,123109405,4
2019,123109406,4
2019,123099928,3
2019,123109418,4
2019,123109442,4
2019,123109445,4
2019,123109448,5
2019,123099967,3
2019,123109454,2
2019,123104546,5
2019,123109477,5
2019,123109501,5
2019,123109514,4
2019,123109526,5
2019,123109543,5
2019,123109575,5
2019,123104631,5
2019,123104630,4
2019,123109612,5
2019,123109635,5
2019,123109641,5
2019,123104672,4
2019,123100031,6
2019,123109684,5
2019,123109692,4
2019,123104687,1
2019,123100059,5
2019,123109862,5
2019,123109865,5
2019,123109866,4
2019,123109868,5
2019,123100119,4
2019,123109905,5
2019,123104772,2
2019,123109922,5
2019,123109934,5
2019,123110187,4
2019,123110191,4
2019,123110200,6
2019,123110201,6
2019,123110214,4
2019,123110254,5
2019,123110259,5
2019,123110269,4
2019,123110291,4
2019,123110295,5
2019,123110310,4
2019,123110330,4
2019,123110343,5
2019,123100501,5
2019,123100505,5
2019,123100506,5
2019,123110606,4
2019,123110732,4
2019,123110734,4
2019,123110802,4
2019,123110804,4
2019,123110797,4
2019,123110803,4
2019,123110825,4
2019,123100691,5
2019,123110951,4
2019,123111034,4
2019,123100750,4
2019,123111128,5
2019,123111173,5
2019,123111181,5
2019,123111382,4
2019,123111476,4
2019,123111534,7
2019,123111534,1
2019,123105606,4
2019,123116232,4
2019,123116315,5
2019,123111872,4
2019,123116334,5
2019,123105738,4
2019,123111966,5
2019,123111968,5
2019,123112041,4
2019,123112081,4
2019,123112274,5
2019,123112272,5
2019,123112275,5
2019,123112273,5
2019,123112320,5
2019,123116536,5
2019,123112349,5
2019,123112351,5
2019,112785753,5
2019,123112365,4
2019,123112372,4
2019,123112385,5
2019,123112384,5
2019,123112417,5
2019,123105899,5
2019,123116573,4
2019,123112519,5
2019,123112515,5
2019,123125755,4
2019,123127105,5
2019,123127109,5
2019,123120204,5
2019,123125789,5
2019,123120212,5
2019,123127151,5
2019,123127181,4
2019,123127177,4
2019,123127188,4
2019,123120270,5
2019,123125946,5
2019,123125978,4
2019,123126036,4
2019,123120497,5
2019,123127646,5
2019,123131494,4
2019,123120714,4
2019,123131515,4
2019,123131547,5
2019,123127913,4
2019,123127955,4
2019,123131605,5
2019,123128097,3
2019,123120965,4
2019,123120962,4
2019,123128172,4
2019,123131862,5
2019,123121068,5
2019,123136320,4
2019,123132215,4
2019,123136466,4
2019,123132348,5
2019,123132370,5
2019,123128866,5
2019,123133000,4
2019,123129483,5
2019,123133109,4
2019,123129545,4
2019,123137307,4
2019,123137398,4
2019,123133330,5
2019,123129894,4
2019,123129901,5
2019,123133499,5
2019,123137584,5
2019,123129963,4
2019,123133563,4
2019,123133582,4
2019,123133602,5
2019,123133603,5
2019,123133619,5
2019,123130044,5
2019,123137775,4
2019,123130150,5
2019,123121182,5
2019,123116881,4
2019,123113003,5
2019,123113185,5
2019,123121655,5
2019,123117225,6
2019,123117247,4
2019,123113446,4
2019,123117363,4
2019,123113631,5
2019,123121939,4
2019,123121941,4
2019,123113650,5
2019,123113723,4
2019,123113934,4
2019,123113964,4
2019,123114005,4
2019,123114181,4
2019,123122747,4
2019,123122773,4
2019,123114317,5
2019,123118083,5
2019,123114560,4
2019,123114579,4
2019,123118283,5
2019,123123162,5
2019,123114641,5
2019,123114763,5
2019,123114778,5
2019,123123297,5
2019,123118454,4
2019,123114824,5
2019,123114932,5
2019,123115000,4
2019,123118761,5
2019,123115236,4
2019,123118832,4
2019,123123976,4
2019,123118850,5
2019,123119024,5
2019,123124235,5
2019,123119126,5
2019,123124377,5
2019,123124436,4
2019,123115839,2
2019,123119326,4
2019,123124576,4
2019,123115883,5
2019,123115911,3
2019,123116009,4
2019,123116028,4
2019,123119530,4
2019,123126149,4
2019,123126479,4
2019,123125184,4
2019,123126589,5
2019,123125280,5
2019,123126586,5
2019,123125374,1
2019,123126725,5
2019,123126762,4
2019,123125464,5
2019,123126806,4
2019,123126807,4
2019,123125566,6
2019,123126931,4
2019,123120122,4
2019,123126990,4
2019,123125653,4
2019,123120141,4
2019,123127034,4
2019,123127075,5
2019,123425751,4
2019,123425755,4
2019,123425758,5
2019,123426005,4
2019,123427518,5
2019,123426083,5
2019,123427532,6
2019,123427538,4
2019,123426114,4
2019,123431432,4
2019,123436142,4
2019,123436141,4
2019,123436156,4
2019,123436183,4
2019,123427621,5
2019,123436185,5
2019,123436220,6
2019,123436275,5
2019,123436282,5
2019,123436298,4
2019,123431485,5
2019,123436339,5
2019,123427742,5
2019,123427748,5
2019,123436440,5
2019,123436454,4
2019,123436469,4
2019,123427778,4
2019,123427797,5
2019,123427814,4
2019,123436606,5
2019,123436666,5
2019,123436716,5
2019,123436725,4
2019,123427873,4
2019,123436765,4
2019,123436838,4
2019,123427934,5
2019,123436901,5
2019,123431568,4
2019,123436918,4
2019,123436919,5
2019,123436946,4
2019,123428001,5
2019,123437061,4
2019,123437064,4
2019,123437103,5
2019,123428051,4
2019,123437102,4
2019,123437147,8
2019,123437147,7
2019,123437147,4
2019,123428128,4
2019,123431636,5
2019,123437264,4
2019,123437386,4
2019,123437381,4
2019,123437439,5
2019,123437451,4
2019,123437483,4
2019,123437501,4
2019,123428307,5
2019,123437558,5
2019,123437611,4
2019,123437666,5
2019,123431727,4
2019,123431728,5
