"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,6,146846072
2019,6,146846070
2019,6,146846071
2019,9,146846081
2019,9,146846138
2019,9,146846150
2019,6,146877593
2019,6,146877594
2019,9,146877604
2019,6,146881197
2019,9,146881207
2019,9,146881234
2019,6,146881264
2019,9,146881275
2019,9,146881277
2019,6,146877638
2019,9,146881293
2019,6,146881298
2019,6,146881297
2019,6,146845152
2019,9,146845170
2019,8,146845183
2019,9,146845205
2019,11,146845242
2019,6,146845248
2019,6,146845272
2019,6,146845271
2019,6,146845411
2019,6,146845412
2019,6,146845515
2019,9,146877503
2019,6,146845663
2019,6,146845679
2019,6,146845678
2019,6,146845746
2019,6,146845750
2019,9,146845767
2019,6,146845792
2019,9,146845970
2019,9,147633720
2019,9,147633775
2019,9,147633777
2019,8,147633811
2019,8,147627102
2019,9,147627141
2019,9,147633894
2019,8,147637177
2019,9,147627178
2019,6,147637278
2019,9,147627238
2019,9,147637309
2019,9,147637346
2019,9,147627284
2019,6,147627298
2019,6,147627297
2019,9,147652095
2019,9,147652152
2019,6,147652167
2019,9,147652235
2019,9,147642599
2019,6,147642601
2019,9,147642621
2019,9,147642658
2019,9,147642666
2019,9,147652581
2019,6,147647574
2019,6,147633059
2019,6,147633115
2019,6,147633114
2019,6,147633234
2019,6,147633232
2019,6,147633233
2019,9,147633307
2019,9,147633340
2019,9,147633514
2019,6,147636645
2019,6,147626935
2019,1,147636801
2019,6,147636935
2019,9,147627062
2019,9,147627075
2019,6,147627080
2019,9,147637050
2019,9,147637132
2019,6,147627148
2019,6,147633920
2019,9,147633928
2019,9,147633944
2019,6,147633967
2019,9,147627199
2019,9,147634006
2019,6,147637250
2019,8,147634043
2019,6,147627587
2019,9,147638020
2019,9,147638021
2019,6,147634546
2019,9,147634645
2019,6,147638155
2019,6,147634657
2019,6,147627801
2019,6,147638173
2019,6,147634717
2019,6,147634716
2019,6,147627896
2019,6,147627897
2019,9,147628361
2019,9,147628680
2019,9,147629387
2019,9,147635440
2019,3,147629645
2019,2,147635672
2019,6,147639789
2019,6,147639788
2019,9,147639857
2019,6,147629793
2019,6,147629792
2019,9,147629869
2019,9,147629913
2019,1,147640023
2019,9,147640028
2019,9,147640031
2019,9,147640032
2019,9,147640056
2019,9,147629962
2019,9,147640081
2019,3,147640080
2019,9,147635875
2019,6,147640093
2019,9,147640101
2019,9,147635930
2019,9,147630029
2019,9,147640155
2019,5,147635952
2019,9,147640156
2019,9,147635967
2019,6,147640177
2019,9,147630082
2019,4,147636005
2019,9,147636009
2019,9,147636018
2019,6,147636049
2019,9,147640269
2019,9,147640273
2019,6,147636057
2019,9,147640282
2019,8,147630169
2019,6,147636162
2019,9,147640439
2019,6,147640476
2019,9,147630331
2019,9,147641280
2019,6,147641319
2019,9,147641341
2019,9,147640517
2019,9,147640521
2019,9,147641397
2019,10,147641396
2019,9,147641421
2019,9,147630523
2019,9,147641528
2019,9,147630610
2019,6,147640704
2019,9,147630639
2019,9,147630650
2019,9,147640752
2019,6,147640762
2019,6,147630684
2019,6,147640797
2019,6,147640796
2019,9,147641638
2019,6,147651927
2019,6,147647246
2019,6,147647245
2019,6,147652096
2019,6,147652097
2019,6,147642399
2019,9,147642409
2019,9,147647262
2019,9,147647264
2019,6,147647318
2019,6,147652195
2019,6,147642486
2019,6,147642520
2019,9,147652287
2019,6,147652312
2019,9,147642586
2019,8,147647408
2019,9,147642619
2019,9,147652467
2019,9,147647454
2019,9,147642698
2019,6,147642730
2019,6,147652613
2019,6,147627318
2019,9,147627347
2019,6,147637836
2019,6,147634348
2019,6,147627533
2019,6,147637870
2019,9,147627691
2019,6,147634590
2019,6,147638076
2019,6,147634643
2019,6,147638157
2019,6,147638158
2019,6,147638202
2019,6,147638278
2019,6,147627918
2019,6,147638307
2019,9,147638317
2019,9,147638531
2019,6,147635499
2019,6,147639540
2019,9,147629482
2019,8,147639546
2019,9,147629514
2019,3,147629718
2019,9,147635714
2019,6,147635718
2019,6,147629776
2019,9,147629851
2019,9,147635787
2019,6,147629866
2019,6,147639957
2019,9,147629895
2019,6,147639994
2019,8,147639995
2019,9,147629914
2019,9,147629924
2019,6,147640043
2019,9,147640044
2019,9,147629947
2019,8,147635862
2019,9,147635916
2019,6,147635929
2019,9,147635935
2019,9,147635944
2019,9,147640226
2019,6,147630100
2019,6,147636021
2019,6,147636022
2019,9,147630114
2019,9,147630113
2019,9,147636065
2019,2,147640281
2019,9,147636165
2019,9,147630250
2019,9,147630268
2019,9,147640417
2019,9,147630279
2019,6,147630334
2019,9,147640502
2019,9,147640501
2019,9,147630389
2019,9,147640515
2019,9,147641354
2019,9,147641368
2019,6,147641378
2019,9,147630437
2019,9,147630737
2019,9,147640831
2019,9,147640884
2019,9,147651897
2019,9,147642315
2019,9,147647135
2019,9,147651962
2019,9,147647211
2019,9,147647239
2019,6,147642406
2019,9,147651991
2019,9,147642388
2019,9,147647255
2019,9,147647254
2019,6,147652238
2019,6,147652239
2019,6,147642543
2019,9,147642617
2019,6,147652452
2019,6,147652451
2019,6,147647462
2019,6,147642687
2019,8,147642756
2019,9,147652677
2019,9,147652699
2019,9,147652705
2019,6,147652714
2019,9,147642808
2019,9,147647590
2019,9,147647659
2019,9,147652845
2019,9,147647677
2019,9,147652885
2019,9,147642946
2019,6,147642948
2019,9,147642953
2019,6,147642959
2019,9,147642986
2019,9,147647743
2019,9,147643007
2019,9,147643025
2019,9,147643032
2019,6,147643060
2019,6,147643061
2019,9,147643108
2019,9,147643142
2019,9,147653238
2019,9,147643184
2019,6,147653312
2019,9,147647955
2019,9,147647965
2019,9,147653478
2019,9,147648018
2019,9,147643293
2019,6,147648032
2019,9,147643316
2019,9,147653586
2019,6,147643340
2019,6,147643342
2019,9,147653642
2019,9,147648236
2019,4,147643486
2019,9,147643511
2019,4,147643515
2019,9,147648300
2019,9,147643536
2019,9,147643543
2019,9,147643548
2019,9,147643558
2019,9,147643580
2019,9,147643590
2019,6,147648385
2019,6,147648384
2019,9,147643618
2019,9,147643619
2019,9,147643627
2019,9,147654058
2019,9,147643664
2019,9,147643683
2019,6,147643684
2019,6,147648579
2019,9,147654133
2019,9,147643775
2019,9,147643801
2019,6,147643834
2019,6,147643844
2019,9,147648732
2019,6,147643884
2019,9,147643887
2019,8,147643886
2019,10,147648811
2019,9,147643966
2019,9,147643982
2019,9,147621129
2019,9,147633248
2019,9,147633374
2019,9,147636457
2019,9,147633499
2019,6,147633531
2019,6,147633530
2019,9,147626954
2019,9,147633727
2019,9,147633761
2019,9,147636986
2019,8,147633792
2019,6,147637033
2019,6,147637034
2019,6,147633812
2019,6,147637045
2019,1,147637081
2019,6,147633907
2019,9,147627169
2019,9,147633957
2019,9,147633972
2019,9,147637233
2019,6,147627210
2019,6,147634001
2019,8,147637269
2019,9,147637276
2019,6,147627256
2019,6,147627262
2019,9,147637872
2019,9,147627546
2019,9,147634367
2019,6,147634454
2019,2,147638200
2019,6,147638659
2019,6,147628885
2019,9,147629362
2019,6,147639480
2019,6,147635517
2019,2,147635528
2019,1,147639676
2019,9,147629644
2019,9,147639808
2019,3,147629749
2019,9,147629798
2019,6,147629916
2019,9,147640042
2019,9,147640052
2019,6,147640067
2019,9,147635956
2019,6,147640179
2019,9,147636044
2019,9,147640266
2019,6,147630296
2019,6,147640451
2019,2,147640455
2019,9,147640461
2019,9,147630339
2019,9,147630358
2019,6,147641361
2019,8,147641405
2019,9,147640549
2019,9,147641476
2019,9,147641487
2019,9,147630549
2019,9,147641599
2019,9,147641602
2019,9,147630753
2019,6,147640860
2019,6,147630987
2019,6,147641769
2019,6,147641770
2019,6,147641145
2019,9,147641776
2019,6,147641850
2019,6,147646208
2019,8,147651175
2019,9,147646255
2019,9,147646380
2019,9,147646404
2019,9,147646419
2019,6,146655695
2019,6,146655694
2019,9,146655766
2019,3,146664477
2019,6,146655960
2019,6,146655959
2019,9,146664495
2019,6,146656037
2019,9,146658185
2019,9,146664618
2019,6,146664622
2019,6,146664623
2019,9,146664677
2019,9,146666228
2019,9,146665203
2019,9,146666675
2019,9,146666680
2019,6,146667857
2019,6,146667856
2019,6,146659783
2019,6,146667908
2019,6,146667909
2019,9,146667960
2019,9,146668040
2019,2,146668109
2019,6,146672006
2019,9,146672097
2019,2,146672103
2019,6,146668388
2019,6,146668687
2019,6,146668688
2019,9,146668713
2019,9,146668761
2019,6,146668857
2019,6,146672671
2019,6,146669217
2019,6,146660534
2019,6,146669997
2019,6,146673740
2019,6,146670252
2019,6,146670254
2019,6,146670461
2019,9,146677444
2019,6,146677461
2019,6,146675642
2019,9,146679506
2019,3,146683141
2019,9,146679655
2019,6,146679841
2019,6,146679842
2019,8,146680035
2019,9,146687883
2019,8,146680353
2019,6,146680464
2019,6,146684650
2019,6,146691614
2019,6,146691635
2019,6,146691995
2019,9,146689145
2019,6,146692051
2019,9,146692059
2019,9,146692060
2019,6,146692107
2019,6,146692108
2019,3,146692124
2019,9,146692339
2019,6,146692716
2019,9,146692789
2019,9,146692881
2019,9,146692966
2019,9,146692977
2019,9,146689875
2019,9,146693417
2019,6,146686115
2019,6,146690037
2019,9,146690107
2019,3,146693662
2019,6,146693755
2019,6,146693890
2019,6,146693888
2019,9,146693960
2019,9,146696577
2019,6,146694065
2019,7,146696596
2019,7,146696597
2019,7,146696598
2019,6,146696599
2019,9,146694332
2019,6,146690647
2019,9,146690648
2019,9,146690680
2019,9,146690709
2019,9,146697054
2019,9,146694558
2019,9,146694697
2019,9,146690882
2019,6,146697415
2019,6,146697416
2019,6,146697414
2019,9,146694916
2019,9,146701189
2019,9,146701226
2019,6,146697743
2019,6,146697741
2019,6,146695166
2019,6,146697796
2019,9,146697847
2019,9,146695261
2019,6,146697956
2019,9,146698134
2019,6,146695617
2019,9,146698267
2019,9,146698408
2019,9,146695845
2019,6,146701712
2019,6,146695875
2019,9,146701751
2019,9,146701896
2019,9,146701913
2019,9,146706249
2019,3,148867168
2019,6,148867167
2019,6,148867187
2019,6,148867188
2019,6,148867225
2019,8,148867720
2019,3,148867827
2019,6,148867925
2019,6,148876376
2019,6,148876386
2019,6,148867991
2019,6,148868000
2019,6,148868001
2019,9,148871729
2019,9,148868009
2019,9,148868114
2019,9,148871810
2019,3,148868173
2019,9,148868178
2019,6,148871827
2019,6,148868220
2019,6,148868237
2019,8,148868333
2019,8,148868362
2019,9,148868465
2019,9,147644715
2019,9,147644725
2019,9,147644729
2019,6,147644741
2019,9,147644743
2019,3,147654776
2019,6,147654775
2019,6,147644756
2019,9,147644768
2019,9,147654793
2019,9,147649693
2019,9,147644782
2019,9,147644785
2019,5,147649702
2019,9,147644815
2019,9,147649720
2019,8,147654809
2019,9,147644821
2019,9,147644822
2019,9,147649726
2019,9,147649729
2019,9,147644843
2019,9,147649734
2019,6,147654817
2019,10,147644851
2019,6,147644852
2019,9,147649740
2019,9,147644859
2019,9,147649745
2019,9,147644863
2019,9,147644869
2019,9,147644872
2019,7,147644874
2019,7,147644873
2019,6,147644887
2019,9,147644886
2019,9,147654832
2019,9,147644917
2019,9,147644927
2019,9,147644938
2019,9,147644940
2019,9,147654851
2019,9,147644948
2019,6,147644950
2019,9,147644951
2019,9,147644970
2019,9,147644981
2019,9,147644985
2019,9,147649785
2019,9,147644992
2019,9,147654873
2019,6,147654888
2019,6,147654887
2019,6,147654885
2019,9,147645016
2019,8,147645017
2019,9,147645018
2019,3,147654891
2019,9,147654894
2019,9,147649798
2019,9,147649801
2019,9,147645046
2019,6,147649803
2019,6,147649802
2019,6,147649806
2019,9,147654901
2019,9,147654905
2019,9,147645056
2019,9,147645063
2019,9,147645069
2019,9,147654926
2019,9,147645082
2019,9,147645084
2019,9,147645088
2019,9,147645090
2019,9,147645110
2019,9,147645123
2019,9,147645124
2019,9,147645132
2019,9,147645144
2019,9,147645151
2019,6,147645164
2019,9,147645162
2019,9,147645167
2019,9,147649831
2019,9,147654963
2019,9,147645175
2019,9,147645178
2019,9,147645183
2019,9,147645195
2019,9,147649843
2019,9,147645208
2019,9,147645210
2019,9,147649848
2019,9,147645220
2019,9,147645222
2019,9,147645225
2019,9,147645229
2019,7,147645234
2019,6,147645233
2019,9,147645236
2019,9,147645240
2019,9,147655013
2019,9,147645262
2019,9,147645268
2019,9,147649867
2019,9,147645290
2019,9,147645301
2019,9,147645302
2019,9,147655034
2019,9,147645307
2019,9,147645315
2019,9,147645320
2019,9,147645330
2019,9,147645332
2019,9,147645338
2019,9,147645339
2019,9,147649888
2019,9,147645351
2019,6,147645359
2019,9,147649894
2019,9,147645364
2019,9,147645366
2019,9,147645379
2019,9,147645380
2019,9,147645382
2019,8,147645386
2019,6,147645385
2019,9,147645388
2019,9,147655057
2019,9,147655062
2019,10,147645406
2019,9,147645420
2019,9,147645434
2019,9,147645435
2019,9,147655081
2019,9,147645443
2019,6,147645445
2019,9,147645462
2019,6,147645477
2019,9,147645483
2019,9,147645489
2019,9,147645492
2019,8,147645499
2019,9,147645504
2019,6,147645505
2019,9,147645507
2019,9,147649913
2019,9,147655105
2019,9,147645529
2019,9,147645530
2019,10,147645543
2019,6,147655115
2019,9,147645553
2019,9,147645564
2019,9,147645570
2019,9,147645589
2019,9,147645604
2019,9,147645609
2019,9,147645616
2019,9,147645622
2019,9,147645626
2019,9,147645636
2019,9,147645638
2019,9,147645640
2019,9,147645649
2019,6,147645650
2019,3,147649955
2019,6,147649954
2019,9,147645659
2019,9,147645665
2019,9,147645671
2019,9,147645673
2019,6,147645677
2019,9,147645678
2019,9,147645680
2019,6,147649962
2019,9,147645687
2019,9,147645691
2019,9,147645693
2019,9,147645707
2019,9,147645714
2019,9,147645726
2019,9,147645732
2019,9,147649974
2019,9,147645737
2019,9,147645744
2019,9,147645752
2019,9,147655160
2019,10,147649989
2019,9,147645769
2019,9,147645772
2019,9,147655168
2019,6,147645780
2019,9,147645781
2019,9,147645792
2019,9,147645793
2019,9,147645813
2019,9,147645818
2019,9,147645825
2019,6,147645837
2019,9,147645842
2019,9,147655177
2019,6,147655178
2019,9,147645854
2019,9,147645859
2019,9,147645862
2019,9,147645873
2019,6,147645878
2019,6,147645879
2019,9,147645880
2019,6,147645891
2019,9,147645902
2019,6,147645910
2019,6,147645911
2019,9,147645912
2019,9,147645915
2019,9,147645916
2019,9,147645929
2019,9,147645937
2019,9,147645939
2019,9,147645941
2019,9,147645960
2019,9,147650030
2019,6,147645975
2019,3,147645974
2019,9,147645983
2019,9,147645985
2019,9,147645986
2019,9,147650036
2019,9,147645996
2019,9,147646001
2019,6,147646008
2019,6,147646023
2019,9,147646031
2019,6,147646038
2019,9,147646045
2019,9,147650050
2019,6,147655224
2019,9,147646054
2019,9,147655231
2019,7,147646081
2019,9,147646093
2019,9,147646098
2019,9,147646100
2019,9,147646102
2019,9,147655237
2019,9,147646108
2019,9,147646111
2019,1,147646122
2019,9,147646127
2019,9,147646129
2019,9,147646128
2019,9,147646131
2019,9,147646135
2019,3,147646156
2019,6,147655255
2019,6,147646164
2019,6,147646171
2019,9,147646173
2019,9,147656177
2019,9,147656180
2019,9,147656184
2019,9,147655260
2019,9,147656192
2019,9,147656193
2019,9,147650086
2019,9,147655267
2019,6,147656200
2019,9,147656204
2019,9,147656206
2019,9,147650096
2019,9,146677349
2019,9,146677366
2019,9,146677443
2019,6,146685015
2019,3,146692227
2019,6,146693599
2019,8,146693599
2019,3,146694220
2019,6,146690622
2019,9,146694349
2019,9,146696857
2019,9,146694679
2019,9,146695033
2019,9,146695034
2019,6,146697674
2019,9,146697724
2019,9,146697785
2019,9,146697786
2019,6,146695313
2019,6,146697923
2019,6,146697932
2019,8,146701509
2019,9,146695626
2019,9,146701701
2019,6,146698440
2019,9,146695929
2019,9,146695937
2019,9,146695978
2019,9,146701773
2019,9,146696145
2019,9,146706231
2019,6,146706264
2019,6,146706265
2019,9,146698688
2019,9,146698742
2019,9,146702032
2019,9,146706410
2019,6,146706503
2019,9,146706518
2019,9,146702124
2019,1,146706644
2019,9,146702276
2019,9,146655530
2019,9,146655563
2019,6,146655575
2019,6,146655594
2019,6,146655593
2019,6,146664410
2019,6,146664411
2019,6,146655737
2019,6,146655738
2019,6,146655953
2019,6,146655954
2019,6,146655981
2019,6,146655987
2019,6,146655986
2019,6,146655991
2019,6,146655992
2019,6,146658195
2019,6,146664601
2019,9,146658209
2019,9,146664620
2019,6,146656170
2019,6,146656169
2019,9,146659303
2019,9,146667365
2019,8,146667374
2019,8,146667375
2019,6,146667385
2019,9,146667423
2019,9,146667512
2019,6,146667614
2019,9,146667760
2019,6,146659745
2019,6,146659747
2019,6,146659806
2019,9,146659805
2019,6,146659808
2019,6,146667886
2019,9,146667923
2019,6,146667958
2019,8,146671810
2019,6,146671810
2019,2,146671810
2019,6,146668511
2019,6,146668512
2019,9,146668526
2019,6,146668547
2019,8,146668555
2019,9,146672271
2019,9,146668658
2019,9,146668811
2019,9,146660161
2019,9,146668848
2019,9,146668882
2019,6,146668896
2019,6,146672758
2019,8,146669075
2019,6,146669075
2019,6,146660215
2019,6,146669080
2019,9,146672902
2019,6,146672968
2019,6,146669300
2019,9,146673128
2019,9,146669577
2019,9,146660369
2019,9,146660387
2019,8,146673372
2019,9,146660428
2019,9,146660434
2019,9,146660448
2019,6,146669937
2019,6,146669963
2019,6,146669964
2019,9,146670040
2019,6,146673594
2019,6,146670052
2019,9,146660573
2019,9,146673629
2019,6,146673650
2019,9,146670147
2019,9,146670181
2019,6,146670209
2019,6,146673737
2019,9,146670242
2019,9,146670377
2019,9,146670452
2019,9,146670463
2019,9,146670509
2019,6,146660738
2019,6,146660739
2019,6,146670749
2019,3,146670810
2019,6,146684939
2019,6,146684938
2019,9,146692046
2019,9,146692055
2019,8,146684947
2019,9,146692131
2019,9,146685016
2019,6,146692260
2019,8,146692468
2019,9,146692686
2019,6,146692807
2019,9,146685638
2019,6,146692989
2019,9,146693029
2019,9,146693128
2019,9,146689872
2019,8,146690114
2019,9,146696326
2019,9,146696336
2019,7,146696376
2019,6,146693862
2019,7,146690315
2019,9,146694127
2019,9,146690552
2019,9,146690570
2019,3,146694265
2019,9,146701618
2019,9,146701621
2019,6,146695720
2019,9,146695737
2019,9,146695765
2019,9,146695767
2019,9,146695881
2019,8,146695955
2019,9,146701799
2019,9,146696134
2019,9,146696157
2019,6,146706433
2019,6,146706435
2019,7,146698847
2019,6,146706530
2019,9,146706592
2019,9,146699013
2019,9,146706861
2019,9,146702372
2019,9,146728294
2019,9,146724924
2019,9,146715560
2019,9,146724995
2019,9,146725015
2019,9,146725064
2019,9,146725073
2019,9,146725081
2019,9,146725100
2019,9,146725110
2019,9,146725129
2019,8,146725139
2019,9,146725162
2019,9,146725170
2019,9,146725183
2019,9,146725283
2019,9,146728761
2019,9,146725393
2019,9,146725412
2019,9,146728851
2019,9,146725439
2019,9,146725447
2019,9,146725455
2019,9,146725542
2019,9,146725587
2019,9,146725656
2019,9,146729055
2019,9,146725686
2019,9,146725692
2019,9,146725740
2019,9,146725747
2019,9,146725768
2019,9,146715872
2019,9,147646887
2019,9,147651674
2019,9,147651766
2019,6,147642258
2019,9,147647144
2019,6,147651980
2019,9,147647200
2019,6,147642431
2019,6,147642432
2019,6,147652145
2019,8,147652144
2019,9,147652267
2019,1,147642545
2019,9,147642650
2019,6,147642661
2019,6,147642662
2019,9,147652486
2019,9,147642742
2019,9,147642827
2019,9,147656207
2019,9,147656228
2019,9,147656229
2019,9,147656236
2019,9,147656240
2019,9,147656253
2019,9,147656262
2019,9,147656266
2019,9,147656268
2019,6,147650114
2019,9,147656279
2019,9,147656282
2019,9,147650118
2019,9,147656291
2019,9,147650120
2019,9,147650125
2019,9,147656314
2019,9,147656322
2019,9,147656327
2019,9,147656329
2019,9,147656334
2019,9,147650131
2019,9,147656343
2019,6,147656344
2019,6,147656364
2019,9,147656394
2019,9,147656399
2019,9,147656421
2019,9,147650153
2019,9,147656432
2019,9,147656436
2019,9,147656438
2019,9,147650158
2019,9,147656441
2019,9,147656457
2019,9,147650166
2019,6,147656462
2019,9,147656472
2019,9,147656475
2019,6,147650177
2019,6,147656493
2019,9,147650181
2019,9,147656505
2019,9,147656515
2019,9,147656521
2019,9,147656523
2019,9,147655335
